id,reaction,rheaID,reducing_agent,substrates,products,participants,chebis
Q08477,docosanoate + O2 + reduced [NADPH--hemoprotein reductase] = 22-hydroxydocosanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:40079,reduced [NADPH--hemoprotein reductase],['docosanoate'],['22-hydroxydocosanoate'],"['docosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '22-hydroxydocosanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:23858', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76304']"
Q08477,22-hydroxydocosanoate + O2 + reduced [NADPH--hemoprotein reductase] = 22-oxodocosanoate + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39055,reduced [NADPH--hemoprotein reductase],['22-hydroxydocosanoate'],['22-oxodocosanoate'],"['22-hydroxydocosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '22-oxodocosanoate', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76298', 'CHEBI:76304']"
Q08477,22-oxodocosanoate + O2 + reduced [NADPH--hemoprotein reductase] = docosanedioate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39043,reduced [NADPH--hemoprotein reductase],['22-oxodocosanoate'],['docosanedioate'],"['22-oxodocosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'docosanedioate', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76298', 'CHEBI:76299']"
Q08477,O2 + reduced [NADPH--hemoprotein reductase] + tetracosanoate = 24-hydroxytetracosanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39719,reduced [NADPH--hemoprotein reductase],['tetracosanoate'],['24-hydroxytetracosanoate'],"['O2', 'reduced [NADPH--hemoprotein reductase]', 'tetracosanoate', '24-hydroxytetracosanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:31014', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76610']"
Q08477,hexacosanoate + O2 + reduced [NADPH--hemoprotein reductase] = 26-hydroxyhexacosanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:40083,reduced [NADPH--hemoprotein reductase],['hexacosanoate'],['26-hydroxyhexacosanoate'],"['hexacosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '26-hydroxyhexacosanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:31013', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76305']"
Q08477,26-hydroxyhexacosanoate + O2 + reduced [NADPH--hemoprotein reductase] = 26-oxohexacosanoate + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39059,reduced [NADPH--hemoprotein reductase],['26-hydroxyhexacosanoate'],['26-oxohexacosanoate'],"['26-hydroxyhexacosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '26-oxohexacosanoate', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76305', 'CHEBI:76311']"
Q08477,26-oxohexacosanoate + O2 + reduced [NADPH--hemoprotein reductase] = 2 H(+) + H2O + hexacosanedioate + oxidized [NADPH--hemoprotein reductase],RHEA:39047,reduced [NADPH--hemoprotein reductase],['26-oxohexacosanoate'],['hexacosanedioate'],"['26-oxohexacosanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '2 H(+)', 'H2O', 'hexacosanedioate', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76311', 'CHEBI:76312']"
Q08477,"3-hydroxyoctadecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 3,18-dihydroxyoctadecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39735,reduced [NADPH--hemoprotein reductase],['3-hydroxyoctadecanoate'],"['3,18-dihydroxyoctadecanoate']","['3-hydroxyoctadecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3,18-dihydroxyoctadecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76614', 'CHEBI:76615']"
Q08477,"3-hydroxyhexadecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 3,16-dihydroxyhexadecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39731,reduced [NADPH--hemoprotein reductase],['3-hydroxyhexadecanoate'],"['3,16-dihydroxyhexadecanoate']","['3-hydroxyhexadecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3,16-dihydroxyhexadecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:63904', 'CHEBI:76613']"
Q09128,calcitriol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = calcitetrol + H2O + 2 oxidized [adrenodoxin],RHEA:24964,2 reduced [adrenodoxin],['calcitriol'],['calcitetrol'],"['calcitriol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', 'calcitetrol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17823', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47799']"
Q09128,"calcitetrol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (1S)-1,25-dihydroxy-24-oxocalciol + 2 H2O + 2 oxidized [adrenodoxin]",RHEA:24972,2 reduced [adrenodoxin],['calcitetrol'],"['(1S)-1,25-dihydroxy-24-oxocalciol']","['calcitetrol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '(1S)-1,25-dihydroxy-24-oxocalciol', '2 H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47799', 'CHEBI:47812']"
Q09128,"(1S)-1,25-dihydroxy-24-oxocalciol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (1S)-1,23,25-trihydroxy-24-oxocalciol + H2O + 2 oxidized [adrenodoxin]",RHEA:24976,2 reduced [adrenodoxin],"['(1S)-1,25-dihydroxy-24-oxocalciol']","['(1S)-1,23,25-trihydroxy-24-oxocalciol']","['(1S)-1,25-dihydroxy-24-oxocalciol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '(1S)-1,23,25-trihydroxy-24-oxocalciol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47812', 'CHEBI:47813']"
Q09128,"(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol + 2 H2O + 2 oxidized [adrenodoxin]",RHEA:24984,2 reduced [adrenodoxin],"['(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol']","['(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol']","['(1S)-1,23-dihydroxy-24,25,26,27-tetranorcalciol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol', '2 H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47818', 'CHEBI:47820']"
Q09128,"(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol + H(+) + O2 + 2 reduced [adrenodoxin] = calcitroate + H2O + 2 oxidized [adrenodoxin]",RHEA:24988,2 reduced [adrenodoxin],"['(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol']",['calcitroate'],"['(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol', 'H(+)', 'O2', '2 reduced [adrenodoxin]', 'calcitroate', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47820', 'CHEBI:58715']"
Q09128,calcidiol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = H2O + 2 oxidized [adrenodoxin] + secalciferol,RHEA:24968,2 reduced [adrenodoxin],['calcidiol'],['secalciferol'],"['calcidiol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', 'H2O', '2 oxidized [adrenodoxin]', 'secalciferol']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17933', 'CHEBI:28818', 'CHEBI:33737', 'CHEBI:33738']"
Q09128,2 H(+) + O2 + 2 reduced [adrenodoxin] + secalciferol = 25-hydroxy-24-oxocalciol + 2 H2O + 2 oxidized [adrenodoxin],RHEA:49196,2 reduced [adrenodoxin],['secalciferol'],['25-hydroxy-24-oxocalciol'],"['2 H(+)', 'O2', '2 reduced [adrenodoxin]', 'secalciferol', '25-hydroxy-24-oxocalciol', '2 H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28818', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47805']"
Q09128,"25-hydroxy-24-oxocalciol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 23S,25-dihydroxy-24-oxocholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49268,2 reduced [adrenodoxin],['25-hydroxy-24-oxocalciol'],"['23S,25-dihydroxy-24-oxocholecalciferol']","['25-hydroxy-24-oxocalciol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '23S,25-dihydroxy-24-oxocholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:47805', 'CHEBI:90980']"
Q09128,"20S,23-dihydroxycholecalciferol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 20S,23,25-trihydroxycholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49396,2 reduced [adrenodoxin],"['20S,23-dihydroxycholecalciferol']","['20S,23,25-trihydroxycholecalciferol']","['20S,23-dihydroxycholecalciferol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '20S,23,25-trihydroxycholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:91306', 'CHEBI:91308']"
Q09128,"20S,23-dihydroxycholecalciferol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 20S,23,24-trihydroxycholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49392,2 reduced [adrenodoxin],"['20S,23-dihydroxycholecalciferol']","['20S,23,24-trihydroxycholecalciferol']","['20S,23-dihydroxycholecalciferol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '20S,23,24-trihydroxycholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:91306', 'CHEBI:91307']"
Q09128,"20S-hydroxycholecalciferol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 20S,25-dihydroxycholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49212,2 reduced [adrenodoxin],['20S-hydroxycholecalciferol'],"['20S,25-dihydroxycholecalciferol']","['20S-hydroxycholecalciferol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '20S,25-dihydroxycholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:90983', 'CHEBI:90984']"
Q09128,"20S-hydroxycholecalciferol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 20S,24S-dihydroxycholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49208,2 reduced [adrenodoxin],['20S-hydroxycholecalciferol'],"['20S,24S-dihydroxycholecalciferol']","['20S-hydroxycholecalciferol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '20S,24S-dihydroxycholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:90983', 'CHEBI:90986']"
Q09128,"20S-hydroxycholecalciferol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 20S,24R-dihydroxycholecalciferol + H2O + 2 oxidized [adrenodoxin]",RHEA:49204,2 reduced [adrenodoxin],['20S-hydroxycholecalciferol'],"['20S,24R-dihydroxycholecalciferol']","['20S-hydroxycholecalciferol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '20S,24R-dihydroxycholecalciferol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:90983', 'CHEBI:90985']"
Q09736,a 14alpha-methyl steroid + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = a Delta(14) steroid + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase],RHEA:54028,3 reduced [NADPH--hemoprotein reductase],['a 14alpha-methyl steroid'],"['a Delta(14) steroid', 'formate']","['a 14alpha-methyl steroid', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', 'a Delta(14) steroid', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:138029', 'CHEBI:138031']"
Q0C8M4,dihydromonacolin L carboxylate + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + 2 H2O + monacolin L carboxylate + oxidized [NADPH--hemoprotein reductase],RHEA:42368,reduced [NADPH--hemoprotein reductase],['dihydromonacolin L carboxylate'],['monacolin L carboxylate'],"['dihydromonacolin L carboxylate', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H(+)', '2 H2O', 'monacolin L carboxylate', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:79031', 'CHEBI:79044']"
Q0C8M4,monacolin L carboxylate + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + monacolin J carboxylate + oxidized [NADPH--hemoprotein reductase],RHEA:29599,reduced [NADPH--hemoprotein reductase],['monacolin L carboxylate'],['monacolin J carboxylate'],"['monacolin L carboxylate', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H(+)', 'H2O', 'monacolin J carboxylate', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:79035', 'CHEBI:79044']"
Q0DBF4,"ent-sandaracopimara-8(14),15-diene + O2 + reduced [NADPH--hemoprotein reductase] = ent-sandaracopimaradien-3beta-ol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:41464,reduced [NADPH--hemoprotein reductase],"['ent-sandaracopimara-8(14),15-diene']",['ent-sandaracopimaradien-3beta-ol'],"['ent-sandaracopimara-8(14),15-diene', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'ent-sandaracopimaradien-3beta-ol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:50061', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78255']"
Q0DBF4,"9beta-pimara-7,15-diene + O2 + reduced [NADPH--hemoprotein reductase] = 9beta-pimara-7,15-diene-3beta-ol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:55472,reduced [NADPH--hemoprotein reductase],"['9beta-pimara-7,15-diene']","['9beta-pimara-7,15-diene-3beta-ol']","['9beta-pimara-7,15-diene', 'O2', 'reduced [NADPH--hemoprotein reductase]', '9beta-pimara-7,15-diene-3beta-ol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:50067', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:138966']"
Q0JFI2,a flavanone + O2 + reduced [NADPH--hemoprotein reductase] = a flavone + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:57680,reduced [NADPH--hemoprotein reductase],['a flavanone'],['a flavone'],"['a flavanone', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'a flavone', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:24043', 'CHEBI:28863', 'CHEBI:57618', 'CHEBI:58210']"
Q12732,"(1'S)-averantin + O2 + reduced [NADPH--hemoprotein reductase] = (1'S,5'R)-5'-hydroxyaverantin + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:35575,reduced [NADPH--hemoprotein reductase],"[""(1'S)-averantin""]","[""(1'S,5'R)-5'-hydroxyaverantin""]","[""(1'S)-averantin"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(1'S,5'R)-5'-hydroxyaverantin"", 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:71536', 'CHEBI:77899']"
Q12732,"(1'S)-averantin + O2 + reduced [NADPH--hemoprotein reductase] = (1'S,5'S)-5'-hydroxyaverantin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:35571,reduced [NADPH--hemoprotein reductase],"[""(1'S)-averantin""]","[""(1'S,5'S)-5'-hydroxyaverantin""]","[""(1'S)-averantin"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(1'S,5'S)-5'-hydroxyaverantin"", 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:77899', 'CHEBI:77900']"
Q16647,prostaglandin H2 = prostaglandin I2,RHEA:23580,,['prostaglandin H2'],['prostaglandin I2'],"['prostaglandin H2', 'prostaglandin I2']","['CHEBI:57403', 'CHEBI:57405']"
Q16647,a hydroperoxyeicosatetraenoate = an oxoeicosatetraenoate + H2O,RHEA:55556,,['a hydroperoxyeicosatetraenoate'],['an oxoeicosatetraenoate'],"['a hydroperoxyeicosatetraenoate', 'an oxoeicosatetraenoate', 'H2O']","['CHEBI:15377', 'CHEBI:59720', 'CHEBI:131859']"
Q16647,"(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate = 15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate + H2O",RHEA:48636,,"['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate', '15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate', 'H2O']","['CHEBI:15377', 'CHEBI:57410', 'CHEBI:57446']"
Q16647,"(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate + AH2 = (5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate + A + H2O",RHEA:48856,,"['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate']","['(5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate']","['(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate', 'AH2', '(5Z,8Z,11Z,13E,15S)-hydroxyeicosatetraenoate', 'A', 'H2O']","['CHEBI:13193', 'CHEBI:15377', 'CHEBI:17499', 'CHEBI:57409', 'CHEBI:57446']"
Q16678,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
Q16678,17beta-estradiol + O2 + reduced [NADPH--hemoprotein reductase] = 2-hydroxy-17beta-estradiol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47212,reduced [NADPH--hemoprotein reductase],['17beta-estradiol'],['2-hydroxy-17beta-estradiol'],"['17beta-estradiol', 'O2', 'reduced [NADPH--hemoprotein reductase]', '2-hydroxy-17beta-estradiol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16469', 'CHEBI:28744', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,17beta-estradiol + O2 + reduced [NADPH--hemoprotein reductase] = 4-hydroxy-17beta-estradiol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47280,reduced [NADPH--hemoprotein reductase],['17beta-estradiol'],['4-hydroxy-17beta-estradiol'],"['17beta-estradiol', 'O2', 'reduced [NADPH--hemoprotein reductase]', '4-hydroxy-17beta-estradiol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16469', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:62845']"
Q16678,estrone + O2 + reduced [NADPH--hemoprotein reductase] = 2-hydroxyestrone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47208,reduced [NADPH--hemoprotein reductase],['estrone'],['2-hydroxyestrone'],"['estrone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '2-hydroxyestrone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:1156', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17263', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,estrone + O2 + reduced [NADPH--hemoprotein reductase] = 4-hydroxyestrone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47292,reduced [NADPH--hemoprotein reductase],['estrone'],['4-hydroxyestrone'],"['estrone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '4-hydroxyestrone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17263', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:87602']"
Q16678,"O2 + reduced [NADPH--hemoprotein reductase] + testosterone = 6beta,17beta-dihydroxyandrost-4-en-3-one + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:46296,reduced [NADPH--hemoprotein reductase],['testosterone'],"['6beta,17beta-dihydroxyandrost-4-en-3-one']","['O2', 'reduced [NADPH--hemoprotein reductase]', 'testosterone', '6beta,17beta-dihydroxyandrost-4-en-3-one', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17347', 'CHEBI:34477', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,O2 + progesterone + reduced [NADPH--hemoprotein reductase] = 6beta-hydroxyprogesterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47252,reduced [NADPH--hemoprotein reductase],['progesterone'],['6beta-hydroxyprogesterone'],"['O2', 'progesterone', 'reduced [NADPH--hemoprotein reductase]', '6beta-hydroxyprogesterone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17026', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:62117']"
Q16678,O2 + progesterone + reduced [NADPH--hemoprotein reductase] = 16alpha-hydroxyprogesterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:47260,reduced [NADPH--hemoprotein reductase],['progesterone'],['16alpha-hydroxyprogesterone'],"['O2', 'progesterone', 'reduced [NADPH--hemoprotein reductase]', '16alpha-hydroxyprogesterone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15826', 'CHEBI:17026', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,all-trans-retinol + O2 + reduced [NADPH--hemoprotein reductase] = all-trans-retinal + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:42092,reduced [NADPH--hemoprotein reductase],['all-trans-retinol'],['all-trans-retinal'],"['all-trans-retinol', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'all-trans-retinal', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17336', 'CHEBI:17898', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,all-trans-retinal + O2 + reduced [NADPH--hemoprotein reductase] = all-trans-retinoate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:42088,reduced [NADPH--hemoprotein reductase],['all-trans-retinal'],['all-trans-retinoate'],"['all-trans-retinal', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'all-trans-retinoate', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17898', 'CHEBI:35291', 'CHEBI:57618', 'CHEBI:58210']"
Q16678,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = (8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:49884,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:131975']"
